country,city,latitude,longitude,temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,sunrise,sunset,rain_1h,rain_3h,timezone,cloud,description,region,population
NG,Alodifi,7.14,5.33,301.13,301.13,301.13,1012,63,1012,975,2.8,219,1707890178,1707932981,,,3600,13,few clouds,Ondo,12760
NG,Alodifi,7.18,5.41,301.84,301.84,301.84,1011,57,1011,976,3.05,213,1707890161,1707932960,,,3600,13,few clouds,Ondo,10115
NG,Owo,7.3,5.52,302.98,302.98,302.98,1011,44,1011,977,2.58,205,1707890141,1707932926,,,3600,14,few clouds,Ondo,9139
NG,Idanre,7.02,5.22,300.58,300.58,300.58,1012,75,1012,984,2.53,225,1707890197,1707933014,,,3600,14,few clouds,Ondo,7152
NG,Owo,7.2,5.44,302.13,302.13,302.13,1011,55,1011,977,3.17,211,1707890155,1707932951,,,3600,13,few clouds,Ondo,6810
NG,Owo,7.15,5.48,301.99,301.99,301.99,1011,58,1011,977,3.23,214,1707890142,1707932945,,,3600,13,few clouds,Ondo,5619
NG,Agbabu,6.41,4.65,300.75,300.75,300.75,1011,89,1011,1010,2.63,213,1707890299,1707933186,,,3600,16,few clouds,Ondo,20300
NG,Agbabu,6.34,4.71,300.79,300.79,300.79,1011,88,1011,1010,2.64,212,1707890281,1707933175,,,3600,14,few clouds,Ondo,21155
NG,Siluko,6.16,4.99,300.91,300.91,300.91,1011,85,1011,1010,2.18,198,1707890204,1707933118,,,3600,11,few clouds,Ondo,22201
NG,Siluko,6.14,4.98,300.92,300.92,300.92,1011,85,1011,1009,2.32,199,1707890205,1707933122,,,3600,11,few clouds,Ondo,22201
NG,Agbabu,6.34,4.64,300.89,300.89,300.89,1011,89,1011,1010,3.29,213,1707890298,1707933192,,,3600,19,few clouds,Ondo,20713
NG,Agbabu,6.06,4.82,301.24,301.24,301.24,1011,87,1011,1011,3.96,212,1707890239,1707933165,,,3600,8,clear sky,Ondo,11753
NG,Siluko,6.11,5.06,301.14,301.14,301.14,1011,83,1011,1010,2.3,197,1707890184,1707933104,,,3600,11,few clouds,Ondo,19719
NG,Agbabu,6.12,4.8,301.08,301.08,301.08,1011,87,1011,1010,3.61,212,1707890247,1707933166,,,3600,8,clear sky,Ondo,17455
NG,Owo,7.03,5.62,301.88,301.88,301.88,1011,66,1011,988,3.35,224,1707890102,1707932918,,,3600,15,few clouds,Ondo,6465
NG,Alodifi,7.26,5.35,301.94,301.94,301.94,1012,52,1012,975,2.8,211,1707890180,1707932970,,,3600,14,few clouds,Ondo,12824
NG,Emure-Ekiti,7.32,5.42,302.4,302.4,302.4,1011,44,1011,973,2.13,209,1707890166,1707932949,,,3600,13,few clouds,Ondo,10674
NG,Ore,6.73,5.01,300.23,300.23,300.23,1012,84,1012,1004,1.56,228,1707890231,1707933081,,,3600,13,few clouds,Ondo,13033
NG,Ondo State,7.17,4.96,300.94,300.94,300.94,1012,71,1012,980,2.41,200,1707890268,1707933068,,,3600,51,broken clouds,Ondo,13308
NG,Ifon,7.05,5.69,301.94,301.94,301.94,1011,63,1011,985,3.42,221,1707890086,1707932900,,,3600,18,few clouds,Ondo,9156
NG,Ondo,6.97,4.69,300.97,300.97,300.97,1012,76,1012,997,2.16,187,1707890321,1707933144,,,3600,66,broken clouds,Ondo,8046
NG,Alodifi,7.23,5.4,302.07,302.07,302.07,1011,53,1011,975,3.07,210,1707890166,1707932959,,,3600,13,few clouds,Ondo,10651
NG,Omuo-Ekiti,7.53,5.85,303.45,303.45,303.45,1011,27,1011,971,1.18,352,1707890075,1707932834,,,3600,14,few clouds,Ondo,17905
NG,Siluko,6.05,4.99,301.16,301.16,301.16,1011,84,1011,1010,2.6,199,1707890197,1707933125,,,3600,11,few clouds,Ondo,22201
NG,Siluko,6.05,4.99,301.16,301.16,301.16,1011,84,1011,1010,2.6,199,1707890197,1707933125,,,3600,11,few clouds,Ondo,22201
NG,Omuo-Ekiti,7.63,5.88,303.59,303.59,303.59,1011,23,1011,968,1.21,356,1707890073,1707932821,,,3600,10,clear sky,Ondo,25265
NG,Agbabu,6.26,4.68,300.94,300.94,300.94,1011,88,1011,1010,3.48,212,1707890284,1707933187,,,3600,17,few clouds,Ondo,21796
NG,Agbabu,6.42,4.72,300.59,300.59,300.59,1011,89,1011,1009,2.12,212,1707890283,1707933168,,,3600,13,few clouds,Ondo,18166
NG,Agbabu,6.47,4.62,300.58,300.58,300.58,1011,89,1011,1008,2.28,213,1707890310,1707933190,,,3600,15,few clouds,Ondo,18845
NG,Agbabu,6.36,4.62,300.87,300.87,300.87,1011,89,1011,1010,3.29,213,1707890304,1707933196,,,3600,20,few clouds,Ondo,19999
NG,Agbabu,6.26,4.68,300.94,300.94,300.94,1011,88,1011,1010,3.48,212,1707890284,1707933187,,,3600,17,few clouds,Ondo,21796
NG,Agbabu,6.41,4.94,300.51,300.51,300.51,1011,86,1011,1008,1.63,210,1707890230,1707933116,,,3600,11,few clouds,Ondo,20691
NG,Omuo-Ekiti,7.71,5.91,304,304,304,1011,20,1011,969,1.3,354,1707890071,1707932810,,,3600,8,clear sky,Ondo,26309
NG,Omuo-Ekiti,7.71,5.91,304,304,304,1011,20,1011,969,1.3,354,1707890071,1707932810,,,3600,8,clear sky,Ondo,26309
NG,Omuo-Ekiti,7.71,5.91,304,304,304,1011,20,1011,969,1.3,354,1707890071,1707932810,,,3600,8,clear sky,Ondo,26309
NG,Owo,7.19,5.48,302.27,302.27,302.27,1011,55,1011,977,3.28,211,1707890144,1707932942,,,3600,13,few clouds,Ondo,4362
NG,Alodifi,7.11,5.34,301.17,301.17,301.17,1012,65,1012,978,2.82,220,1707890173,1707932980,,,3600,13,few clouds,Ondo,11501
NG,Owo,7.26,5.49,302.67,302.67,302.67,1011,48,1011,975,3.24,206,1707890146,1707932936,,,3600,13,few clouds,Ondo,4396
NG,Ondo State,7.22,5.09,301.17,301.17,301.17,1012,65,1012,978,2.56,206,1707890240,1707933034,,,3600,40,scattered clouds,Ondo,14252
NG,Idanre,7.13,5.18,300.73,300.73,300.73,1012,68,1012,977,2.5,217,1707890213,1707933018,,,3600,20,few clouds,Ondo,9777
NG,Siluko,6.37,5.03,300.6,300.6,300.6,1011,85,1011,1008,1.63,205,1707890206,1707933097,,,3600,11,few clouds,Ondo,15297
NG,Alodifi,7.19,5.29,301.4,301.4,301.4,1012,59,1012,977,2.7,217,1707890190,1707932988,,,3600,14,few clouds,Ondo,14833
NG,Ilare,7.28,5.04,301.44,301.44,301.44,1012,62,1012,978,2.41,201,1707890255,1707933043,,,3600,52,broken clouds,Ondo,25803
NG,Igarra,7.46,5.86,303.21,303.21,303.21,1011,30,1011,967,0.68,326,1707890069,1707932836,,,3600,21,few clouds,Ondo,27018
NG,Alodifi,7.17,5.38,301.65,301.65,301.65,1012,59,1012,977,2.96,215,1707890167,1707932967,,,3600,13,few clouds,Ondo,12670
NG,Alodifi,7.24,5.44,302.23,302.23,302.23,1011,51,1011,973,3.22,208,1707890157,1707932949,,,3600,13,few clouds,Ondo,6681
NG,Ondo State,7.21,5.11,301.11,301.11,301.11,1012,65,1012,977,2.54,208,1707890234,1707933030,,,3600,35,scattered clouds,Ondo,12202
NG,Owo,7.27,5.46,302.44,302.44,302.44,1011,48,1011,973,2.98,207,1707890154,1707932943,,,3600,13,few clouds,Ondo,5358
NG,Alodifi,7.28,5.3,301.61,301.61,301.61,1012,51,1012,972,2.43,214,1707890193,1707932980,,,3600,15,few clouds,Ondo,34765
NG,Owo,7.05,5.62,301.92,301.92,301.92,1011,64,1011,986,3.34,222,1707890103,1707932917,,,3600,16,few clouds,Ondo,5900
NG,Owo,7.05,5.62,301.92,301.92,301.92,1011,64,1011,986,3.34,222,1707890103,1707932917,,,3600,16,few clouds,Ondo,5900
NG,Akure,7.18,5.23,300.97,300.97,300.97,1012,62,1012,975,2.57,218,1707890204,1707933003,,,3600,16,few clouds,Ondo,53788
NG,Owo,7.24,5.51,302.72,302.72,302.72,1011,50,1011,976,3.43,206,1707890140,1707932932,,,3600,14,few clouds,Ondo,12942
NG,Owo,7.25,5.52,302.75,302.75,302.75,1011,49,1011,975,3.45,205,1707890138,1707932929,,,3600,15,few clouds,Ondo,8602
NG,Agbabu,6.27,4.57,301.12,301.12,301.12,1011,89,1011,1011,4.73,213,1707890311,1707933213,,,3600,29,scattered clouds,Ondo,10873
NG,Agbabu,6.28,4.89,300.74,300.74,300.74,1011,86,1011,1010,2.08,205,1707890234,1707933136,,,3600,11,few clouds,Ondo,22201
NG,Igarra,7.43,5.92,303.95,303.95,303.95,1011,30,1011,973,0.61,290,1707890052,1707932823,,,3600,27,scattered clouds,Ondo,26958
NG,Agbabu,6.48,4.77,300.35,300.35,300.35,1011,88,1011,1007,1.66,213,1707890274,1707933153,,,3600,12,few clouds,Ondo,121873
NG,Emure-Ekiti,7.33,5.5,302.83,302.83,302.83,1011,41,1011,973,2.06,205,1707890148,1707932930,,,3600,11,few clouds,Ondo,11579
NG,Agbabu,6.58,4.62,300.3,300.3,300.3,1011,88,1011,1006,1.82,209,1707890316,1707933183,,,3600,22,few clouds,Ondo,16490
NG,Ondo,6.98,4.85,300.44,300.44,300.44,1012,77,1012,986,2.09,194,1707890284,1707933105,,,3600,43,scattered clouds,Ondo,8058
NG,Agbabu,6.4,4.75,300.56,300.56,300.56,1011,88,1011,1009,2.01,212,1707890275,1707933162,,,3600,11,few clouds,Ondo,17895
NG,Ondo,6.96,4.82,300.4,300.4,300.4,1012,77,1012,987,2.05,191,1707890290,1707933114,,,3600,46,scattered clouds,Ondo,8237
NG,Ondo State,7.13,5.04,301.02,301.02,301.02,1012,72,1012,985,2.39,206,1707890247,1707933051,,,3600,33,scattered clouds,Ondo,7550
NG,Owo,7.23,5.45,302.3,302.3,302.3,1011,52,1011,975,3.24,208,1707890154,1707932947,,,3600,13,few clouds,Ondo,5678
NG,Ilare,7.39,5.1,301.52,301.52,301.52,1012,43,1012,968,1.51,205,1707890247,1707933022,,,3600,41,scattered clouds,Ondo,37995
NG,Agbabu,6.11,4.77,301.15,301.15,301.15,1011,87,1011,1011,3.91,213,1707890254,1707933174,,,3600,8,clear sky,Ondo,11903
NG,Omuo-Ekiti,7.58,5.82,303.45,303.45,303.45,1011,24,1011,972,1.2,4,1707890085,1707932839,,,3600,14,few clouds,Ondo,25142
NG,Agbabu,6.27,4.63,301.02,301.02,301.02,1011,89,1011,1010,4.01,213,1707890296,1707933199,,,3600,22,few clouds,Ondo,19069
NG,Emure-Ekiti,7.44,5.72,303.15,303.15,303.15,1011,30,1011,975,0.26,306,1707890101,1707932871,,,3600,23,few clouds,Ondo,44000
NG,Agbabu,6.72,4.58,299.92,299.92,299.92,1011,87,1011,1003,1.62,202,1707890334,1707933185,,,3600,43,scattered clouds,Ondo,13261
NG,Agbabu,6.72,4.58,299.92,299.92,299.92,1011,87,1011,1003,1.62,202,1707890334,1707933185,,,3600,43,scattered clouds,Ondo,13261
NG,Siluko,6.25,4.97,300.73,300.73,300.73,1011,86,1011,1010,1.9,198,1707890213,1707933118,,,3600,11,few clouds,Ondo,22029
NG,Agbabu,6.67,4.84,300.25,300.25,300.25,1011,87,1011,1007,1.36,208,1707890268,1707933125,,,3600,12,few clouds,Ondo,13261
NG,Ilare,7.32,5.14,301.04,301.04,301.04,1012,52,1012,966,2.02,208,1707890233,1707933017,,,3600,35,scattered clouds,Ondo,129565
NG,Agbabu,6.17,4.7,301.1,301.1,301.1,1011,88,1011,1011,3.99,214,1707890274,1707933187,,,3600,13,few clouds,Ondo,11778
NG,Agbabu,6.37,4.94,300.61,300.61,300.61,1011,86,1011,1009,1.72,207,1707890227,1707933118,,,3600,11,few clouds,Ondo,21556
NG,Emure-Ekiti,7.32,5.48,302.58,302.58,302.58,1011,43,1011,971,2.2,206,1707890152,1707932935,,,3600,12,few clouds,Ondo,9082
NG,Idanre,7.14,5.17,300.69,300.69,300.69,1012,67,1012,975,2.5,216,1707890216,1707933020,,,3600,22,few clouds,Ondo,9484
NG,Agbabu,6.36,4.86,300.68,300.68,300.68,1011,87,1011,1010,1.93,209,1707890246,1707933138,,,3600,11,few clouds,Ondo,21767
NG,Ondo State,7.17,5.05,301.19,301.19,301.19,1012,70,1012,984,2.47,205,1707890246,1707933047,,,3600,38,scattered clouds,Ondo,8128
NG,Owo,7.11,5.48,302.15,302.15,302.15,1011,61,1011,985,3.19,217,1707890140,1707932947,,,3600,12,few clouds,Ondo,6667
NG,Siluko,6.45,4.99,300.34,300.34,300.34,1011,86,1011,1006,1.49,214,1707890220,1707933102,,,3600,11,few clouds,Ondo,19105
NG,Agbabu,6.58,4.52,300.59,300.59,300.59,1011,89,1011,1010,2.1,211,1707890340,1707933207,,,3600,29,scattered clouds,Ondo,12209
NG,Agbabu,6.47,4.68,300.57,300.57,300.57,1011,89,1011,1009,2.02,213,1707890295,1707933175,,,3600,14,few clouds,Ondo,17373
NG,Omuo-Ekiti,7.63,5.88,303.59,303.59,303.59,1011,23,1011,968,1.21,356,1707890073,1707932821,,,3600,10,clear sky,Ondo,25265
NG,Agbabu,6.17,4.7,301.1,301.1,301.1,1011,88,1011,1011,3.99,214,1707890274,1707933187,,,3600,13,few clouds,Ondo,11778
NG,Agbabu,6.47,4.55,300.7,300.7,300.7,1011,89,1011,1009,2.58,213,1707890327,1707933206,,,3600,17,few clouds,Ondo,16807
NG,Agbabu,6.28,4.61,301.04,301.04,301.04,1011,89,1011,1010,4.15,213,1707890302,1707933203,,,3600,24,few clouds,Ondo,18626
NG,Agbabu,6.28,4.61,301.04,301.04,301.04,1011,89,1011,1010,4.15,213,1707890302,1707933203,,,3600,24,few clouds,Ondo,18626
NG,Ondo,6.98,4.85,300.44,300.44,300.44,1012,77,1012,986,2.09,194,1707890284,1707933105,,,3600,43,scattered clouds,Ondo,8058
NG,Omuo-Ekiti,7.6,5.85,303.54,303.54,303.54,1011,24,1011,970,1.19,360,1707890079,1707932830,,,3600,12,few clouds,Ondo,23631
NG,Agbabu,6.29,4.82,300.82,300.82,300.82,1011,87,1011,1011,2.26,209,1707890252,1707933152,,,3600,10,clear sky,Ondo,22201
NG,Agbabu,6.29,4.82,300.82,300.82,300.82,1011,87,1011,1011,2.26,209,1707890252,1707933152,,,3600,10,clear sky,Ondo,22201
NG,Igbara-Odo,7.46,5.07,301.94,301.94,301.94,1012,34,1012,969,1.05,200,1707890258,1707933025,,,3600,45,scattered clouds,Ondo,51952
NG,Ilare,7.32,5.11,301.36,301.36,301.36,1012,53,1012,972,2.05,206,1707890241,1707933024,,,3600,40,scattered clouds,Ondo,107163
NG,Ilare,7.32,5.11,301.36,301.36,301.36,1012,53,1012,972,2.05,206,1707890241,1707933024,,,3600,40,scattered clouds,Ondo,107163
NG,Idanre,7.11,5.12,300.52,300.52,300.52,1012,71,1012,976,2.42,213,1707890226,1707933033,,,3600,24,few clouds,Ondo,7152
NG,Agbabu,6.33,4.63,300.9,300.9,300.9,1011,89,1011,1010,3.48,213,1707890300,1707933195,,,3600,20,few clouds,Ondo,20713
NG,Agbabu,6.45,4.9,300.5,300.5,300.5,1011,87,1011,1008,1.61,213,1707890242,1707933124,,,3600,11,few clouds,Ondo,18943
NG,Agbabu,6.42,4.59,300.83,300.83,300.83,1011,89,1011,1011,2.93,213,1707890314,1707933200,,,3600,19,few clouds,Ondo,20665
NG,Agbabu,6.11,4.79,301.14,301.14,301.14,1011,87,1011,1011,3.77,212,1707890249,1707933169,,,3600,8,clear sky,Ondo,13286
NG,Idanre,7.17,5.16,300.9,300.9,300.9,1012,66,1012,976,2.51,213,1707890220,1707933020,,,3600,25,scattered clouds,Ondo,31885
NG,Igarra,7.3,5.85,303.72,303.72,303.72,1011,35,1011,972,1.99,207,1707890062,1707932847,,,3600,47,scattered clouds,Ondo,9983
NG,Owo,7.41,5.73,303.22,303.22,303.22,1011,32,1011,976,0.54,226,1707890097,1707932870,,,3600,25,scattered clouds,Ondo,27118
NG,Agbabu,6.14,4.73,301.13,301.13,301.13,1011,88,1011,1011,3.95,214,1707890265,1707933182,,,3600,10,clear sky,Ondo,10986
NG,Igarra,7.3,5.9,304.63,304.63,304.63,1011,34,1011,982,1.72,209,1707890050,1707932835,,,3600,54,broken clouds,Ondo,10265
NG,Owo,7.27,5.82,304.3,304.3,304.3,1011,38,1011,985,2.64,203,1707890067,1707932856,,,3600,47,scattered clouds,Ondo,9983
NG,Igarra,7.39,5.92,304.28,304.28,304.28,1011,31,1011,977,0.71,246,1707890050,1707932825,,,3600,36,scattered clouds,Ondo,21412
NG,Igarra,7.38,5.91,303.87,303.87,303.87,1011,32,1011,971,0.79,237,1707890052,1707932828,,,3600,38,scattered clouds,Ondo,19522
NG,Ifon,6.93,5.77,302.07,302.07,302.07,1011,66,1011,991,3.36,224,1707890060,1707932887,,,3600,25,scattered clouds,Ondo,10418
NG,Agbabu,6.29,4.87,300.74,300.74,300.74,1011,87,1011,1010,2.11,206,1707890240,1707933140,,,3600,10,clear sky,Ondo,22201
NG,Omuo-Ekiti,7.72,5.8,302.58,302.58,302.58,1012,19,1012,954,1.3,25,1707890098,1707932835,,,3600,9,clear sky,Ondo,23740
NG,Omuo-Ekiti,7.72,5.8,302.58,302.58,302.58,1012,19,1012,954,1.3,25,1707890098,1707932835,,,3600,9,clear sky,Ondo,23740
NG,Omuo-Ekiti,7.72,5.8,302.58,302.58,302.58,1012,19,1012,954,1.3,25,1707890098,1707932835,,,3600,9,clear sky,Ondo,23740
NG,Agbabu,6.55,4.79,300.45,300.45,300.45,1011,88,1011,1010,1.49,211,1707890274,1707933144,,,3600,12,few clouds,Ondo,111275
NG,Agbabu,6.41,4.8,300.6,300.6,300.6,1011,88,1011,1010,1.88,212,1707890263,1707933150,,,3600,11,few clouds,Ondo,17624
NG,Ilare,7.41,5.06,301.9,301.9,301.9,1012,42,1012,973,1.45,201,1707890258,1707933031,,,3600,47,scattered clouds,Ondo,41779
NG,Ilare,7.41,5.06,301.9,301.9,301.9,1012,42,1012,973,1.45,201,1707890258,1707933031,,,3600,47,scattered clouds,Ondo,41779
NG,Alodifi,7.27,5.28,301.6,301.6,301.6,1012,52,1012,974,2.48,214,1707890197,1707932986,,,3600,15,few clouds,Ondo,81310
NG,Alodifi,7.08,5.36,301.25,301.25,301.25,1012,67,1012,982,2.87,222,1707890167,1707932977,,,3600,13,few clouds,Ondo,10145
NG,Omuo-Ekiti,7.53,5.78,303,303,303,1011,26,1011,969,1.23,4,1707890092,1707932851,,,3600,18,few clouds,Ondo,169311
NG,Agbabu,6.36,4.86,300.68,300.68,300.68,1011,87,1011,1010,1.93,209,1707890246,1707933138,,,3600,11,few clouds,Ondo,21767
NG,Idanre,7.03,5.23,300.65,300.65,300.65,1012,74,1012,984,2.56,226,1707890195,1707933011,,,3600,14,few clouds,Ondo,7152
NG,Ondo,6.96,4.72,300.85,300.85,300.85,1012,77,1012,995,2.12,186,1707890314,1707933138,,,3600,62,broken clouds,Ondo,8046
NG,Agbabu,6.46,4.63,300.7,300.7,300.7,1011,89,1011,1010,2.32,213,1707890307,1707933188,,,3600,16,few clouds,Ondo,19096
NG,Agbabu,6.46,4.63,300.7,300.7,300.7,1011,89,1011,1010,2.32,213,1707890307,1707933188,,,3600,16,few clouds,Ondo,19096
NG,Agbabu,6.45,4.8,300.51,300.51,300.51,1011,88,1011,1009,1.74,213,1707890266,1707933148,,,3600,11,few clouds,Ondo,55932
NG,Agbabu,6.35,4.66,300.83,300.83,300.83,1011,89,1011,1010,3.03,213,1707890293,1707933187,,,3600,17,few clouds,Ondo,20931
NG,Agbabu,6.38,4.52,300.95,300.95,300.95,1011,89,1011,1010,3.89,213,1707890329,1707933219,,,3600,25,scattered clouds,Ondo,14263
NG,Agbabu,6.46,4.62,300.7,300.7,300.7,1011,89,1011,1010,2.37,213,1707890309,1707933190,,,3600,16,few clouds,Ondo,19752
NG,Idanre,7.04,5.08,299.65,299.65,299.65,1012,75,1012,969,2.27,213,1707890232,1707933047,,,3600,17,few clouds,Ondo,7152
NG,Idanre,7.04,5.09,299.51,299.51,299.51,1012,75,1012,966,2.29,214,1707890229,1707933044,,,3600,17,few clouds,Ondo,7152
NG,Idanre,7.03,5.06,300.64,300.64,300.64,1012,76,1012,987,2.23,212,1707890236,1707933052,,,3600,16,few clouds,Ondo,7165
NG,Idanre,7.06,5.14,300.49,300.49,300.49,1012,73,1012,980,2.39,217,1707890219,1707933031,,,3600,18,few clouds,Ondo,7152
NG,Agbabu,6.47,4.6,300.7,300.7,300.7,1011,89,1011,1010,2.36,213,1707890315,1707933194,,,3600,16,few clouds,Ondo,19496
NG,Agbabu,6.5,4.83,300.54,300.54,300.54,1011,88,1011,1010,1.53,215,1707890261,1707933137,,,3600,12,few clouds,Ondo,111194
NG,Owo,7.14,5.46,301.92,301.92,301.92,1011,59,1011,979,3.16,215,1707890146,1707932950,,,3600,13,few clouds,Ondo,6835
NG,Agbabu,6.46,4.75,300.48,300.48,300.48,1011,89,1011,1009,1.76,213,1707890278,1707933159,,,3600,12,few clouds,Ondo,63344
NG,Emure-Ekiti,7.3,5.47,302.56,302.56,302.56,1011,45,1011,973,2.52,206,1707890153,1707932938,,,3600,13,few clouds,Ondo,8102
NG,Agbabu,6.42,4.86,300.65,300.65,300.65,1011,87,1011,1011,1.75,212,1707890249,1707933135,,,3600,11,few clouds,Ondo,18983
NG,Agbabu,6.35,4.8,300.74,300.74,300.74,1011,88,1011,1011,2.1,210,1707890260,1707933153,,,3600,11,few clouds,Ondo,20949
NG,Agbabu,6.31,4.79,300.79,300.79,300.79,1011,88,1011,1010,2.28,210,1707890260,1707933158,,,3600,10,clear sky,Ondo,22201
NG,Agbabu,6.65,4.73,300.08,300.08,300.08,1011,88,1011,1005,1.41,200,1707890294,1707933153,,,3600,15,few clouds,Ondo,15555
NG,Agbabu,6.57,4.64,300.39,300.39,300.39,1011,89,1011,1008,1.79,209,1707890311,1707933179,,,3600,20,few clouds,Ondo,16837
NG,Agbabu,6.41,4.75,300.57,300.57,300.57,1011,88,1011,1009,1.97,212,1707890275,1707933162,,,3600,11,few clouds,Ondo,17448
NG,Agbabu,6.43,4.89,300.57,300.57,300.57,1011,87,1011,1009,1.67,212,1707890243,1707933127,,,3600,11,few clouds,Ondo,19756
NG,Alodifi,7.25,5.44,302.3,302.3,302.3,1011,51,1011,974,3.23,207,1707890157,1707932949,,,3600,13,few clouds,Ondo,6459
NG,Agbabu,6.51,4.74,300.29,300.29,300.29,1011,89,1011,1006,1.6,212,1707890283,1707933159,,,3600,12,few clouds,Ondo,100382
NG,Agbabu,6.44,4.77,300.47,300.47,300.47,1011,88,1011,1008,1.82,212,1707890272,1707933155,,,3600,11,few clouds,Ondo,48808
NG,Agbabu,6.35,4.6,300.89,300.89,300.89,1011,89,1011,1010,3.57,213,1707890308,1707933201,,,3600,22,few clouds,Ondo,18417
NG,Idanre,7.09,5.11,300.2,300.2,300.2,1012,72,1012,973,2.38,213,1707890227,1707933037,,,3600,22,few clouds,Ondo,7152
NG,Ondo,6.96,4.86,300.05,300.05,300.05,1012,78,1012,982,2.01,195,1707890280,1707933104,,,3600,39,scattered clouds,Ondo,8850
NG,Ondo,6.96,4.86,300.05,300.05,300.05,1012,78,1012,982,2.01,195,1707890280,1707933104,,,3600,39,scattered clouds,Ondo,8850
NG,Alodifi,7.2,5.26,301.19,301.19,301.19,1012,59,1012,975,2.62,218,1707890198,1707932995,,,3600,14,few clouds,Ondo,68124
NG,Ore,6.92,4.88,300.14,300.14,300.14,1012,79,1012,988,1.87,199,1707890273,1707933102,,,3600,30,scattered clouds,Ondo,10710
NG,Agbabu,6.31,4.66,300.88,300.88,300.88,1011,89,1011,1010,3.34,212,1707890291,1707933189,,,3600,18,few clouds,Ondo,21004
NG,Ifon,6.85,5.76,302.63,302.63,302.63,1011,67,1011,1000,3.15,220,1707890058,1707932894,,,3600,28,scattered clouds,Ondo,11201
NG,Ondo State,7.13,5.05,300.95,300.95,300.95,1012,72,1012,983,2.39,207,1707890244,1707933049,,,3600,32,scattered clouds,Ondo,7395
NG,Ilare,7.37,5.18,301.36,301.36,301.36,1012,43,1012,967,1.55,212,1707890227,1707933004,,,3600,30,scattered clouds,Ondo,58321
NG,Owo,7.14,5.6,302.24,302.24,302.24,1011,56,1011,979,3.34,213,1707890113,1707932916,,,3600,18,few clouds,Ondo,50384
NG,Alodifi,7.15,5.32,301.13,301.13,301.13,1012,62,1012,975,2.78,218,1707890180,1707932983,,,3600,13,few clouds,Ondo,13017
NG,Ikere-Ekiti,7.39,5.26,301.68,301.68,301.68,1012,38,1012,970,1.26,221,1707890209,1707932984,,,3600,20,few clouds,Ondo,12783
NG,Agbabu,6.55,4.65,300.29,300.29,300.29,1011,89,1011,1006,1.8,210,1707890307,1707933178,,,3600,18,few clouds,Ondo,16837
NG,Siluko,6.35,5.02,300.66,300.66,300.66,1011,85,1011,1009,1.65,203,1707890207,1707933100,,,3600,11,few clouds,Ondo,15632
NG,Siluko,6.35,5.02,300.66,300.66,300.66,1011,85,1011,1009,1.65,203,1707890207,1707933100,,,3600,11,few clouds,Ondo,15632
NG,Omuo-Ekiti,7.53,5.75,302.47,302.47,302.47,1011,25,1011,963,1.27,9,1707890099,1707932858,,,3600,20,few clouds,Ondo,231331
NG,Omuo-Ekiti,7.53,5.75,302.47,302.47,302.47,1011,25,1011,963,1.27,9,1707890099,1707932858,,,3600,20,few clouds,Ondo,231331
NG,Omuo-Ekiti,7.61,5.86,303.4,303.4,303.4,1011,24,1011,967,1.19,358,1707890077,1707932827,,,3600,12,few clouds,Ondo,23492
NG,Omuo-Ekiti,7.62,5.87,303.44,303.44,303.44,1011,23,1011,966,1.2,357,1707890075,1707932824,,,3600,11,few clouds,Ondo,25080
NG,Ilare,7.35,5.15,301.33,301.33,301.33,1012,47,1012,968,1.76,209,1707890233,1707933012,,,3600,34,scattered clouds,Ondo,92268
NG,Agbabu,6.51,4.69,300.44,300.44,300.44,1011,89,1011,1008,1.76,212,1707890295,1707933171,,,3600,14,few clouds,Ondo,16837
NG,Agbabu,6.31,4.88,300.72,300.72,300.72,1011,87,1011,1010,2.02,206,1707890238,1707933136,,,3600,11,few clouds,Ondo,22201
NG,Owo,7.37,5.78,303.54,303.54,303.54,1011,34,1011,978,1.16,212,1707890083,1707932860,,,3600,31,scattered clouds,Ondo,20391
NG,Akure,7.32,5.24,301.6,301.6,301.6,1012,47,1012,974,1.94,217,1707890209,1707932993,,,3600,19,few clouds,Ondo,72986
NG,Alodifi,7.2,5.27,301.2,301.2,301.2,1012,59,1012,974,2.65,217,1707890195,1707932992,,,3600,14,few clouds,Ondo,43093
NG,Agbabu,6.6,4.6,300.21,300.21,300.21,1011,88,1011,1005,1.83,208,1707890322,1707933187,,,3600,26,scattered clouds,Ondo,15539
NG,Owo,7.17,5.57,302.24,302.24,302.24,1011,54,1011,976,3.35,211,1707890122,1707932922,,,3600,17,few clouds,Ondo,118292
NG,Siluko,6.26,4.96,300.71,300.71,300.71,1011,86,1011,1010,1.91,199,1707890216,1707933120,,,3600,11,few clouds,Ondo,22131
NG,Ilare,7.35,5.11,301.64,301.64,301.64,1012,49,1012,974,1.81,206,1707890242,1707933022,,,3600,40,scattered clouds,Ondo,83815
NG,Ilare,7.35,5.11,301.64,301.64,301.64,1012,49,1012,974,1.81,206,1707890242,1707933022,,,3600,40,scattered clouds,Ondo,83815
NG,Ondo,7.21,4.87,301.29,301.29,301.29,1012,70,1012,983,2.34,196,1707890292,1707933088,,,3600,74,broken clouds,Ondo,19179
NG,Idanre,7.05,5.16,300.31,300.31,300.31,1012,74,1012,978,2.42,219,1707890213,1707933027,,,3600,16,few clouds,Ondo,7152
